,Year,Month,Day,Hour,Temperature_mean,Humidity_mean,WindSpeed_mean,GeneralDiffuseFlows_mean,DiffuseFlows_mean,Weekday_first,IsWeekend_first,TimeOfDay_Afternoon_first,TimeOfDay_Evening_first,TimeOfDay_Morning_first,TimeOfDay_Night_first,Season_Autumn_first,Season_Spring_first,Season_Summer_first,Season_Winter_first,Temperature_mean_lag4,Temperature_mean_lag8,Temperature_mean_lag12,Temperature_mean_lag24,Temperature_mean_lag48,Humidity_mean_lag4,Humidity_mean_lag8,Humidity_mean_lag12,Humidity_mean_lag24,Humidity_mean_lag48,WindSpeed_mean_lag4,WindSpeed_mean_lag8,WindSpeed_mean_lag12,WindSpeed_mean_lag24,WindSpeed_mean_lag48,GeneralDiffuseFlows_mean_lag4,GeneralDiffuseFlows_mean_lag8,GeneralDiffuseFlows_mean_lag12,GeneralDiffuseFlows_mean_lag24,GeneralDiffuseFlows_mean_lag48,DiffuseFlows_mean_lag4,DiffuseFlows_mean_lag8,DiffuseFlows_mean_lag12,DiffuseFlows_mean_lag24,DiffuseFlows_mean_lag48,PowerConsumption_Zone1_sum_lag4,PowerConsumption_Zone1_sum_lag8,PowerConsumption_Zone1_sum_lag12,PowerConsumption_Zone1_sum_lag24,PowerConsumption_Zone1_sum_lag48,PowerConsumption_Zone2_sum_lag4,PowerConsumption_Zone2_sum_lag8,PowerConsumption_Zone2_sum_lag12,PowerConsumption_Zone2_sum_lag24,PowerConsumption_Zone2_sum_lag48,PowerConsumption_Zone3_sum_lag4,PowerConsumption_Zone3_sum_lag8,PowerConsumption_Zone3_sum_lag12,PowerConsumption_Zone3_sum_lag24,PowerConsumption_Zone3_sum_lag48,label
3931,2017,6,13,19,21.5,43.16666666666666,0.0,146.66666666666666,149.0,1,0,0,1,0,0,0,0,1,0,23.0,21.666666666666668,17.166666666666668,20.666666666666668,22.5,37.66666666666666,42.16666666666666,61.5,44.5,51.16666666666666,0.0,0.0,0.0,0.0,0.0,544.6666666666666,441.6666666666667,192.66666666666663,47.0,117.33333333333331,245.5,312.0,182.33333333333331,40.5,124.5,213561,198444,148244,273159,259045,131956,126492,84190,161451,156204,111871,100977,67728,159888,163268,270132
2301,2017,4,6,21,13.0,82.16666666666667,0.0,0.0,0.0,3,0,0,1,0,0,0,1,0,0,13.0,14.166666666666666,13.333333333333334,15.0,17.0,84.16666666666667,68.33333333333333,77.0,72.0,72.83333333333333,0.0,0.0,0.0,0.0,0.0,70.33333333333333,87.66666666666667,65.33333333333333,0.0,0.0,63.66666666666666,80.16666666666667,59.16666666666666,0.0,0.0,196469,210247,193023,252171,249741,108126,122811,112217,134113,133685,113062,116554,99133,167218,165065,252421
7396,2017,11,5,4,14.166666666666666,86.66666666666667,0.0,0.0,0.0,6,1,0,0,0,1,1,0,0,0,15.0,17.0,22.666666666666668,14.0,14.166666666666666,84.66666666666667,79.33333333333333,55.333333333333336,87.33333333333333,82.66666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.5,0.0,0.0,0.0,0.0,165.33333333333334,0.0,0.0,160164,225117,179825,133208,132550,125507,186041,147834,107529,104654,76855,103225,70442,63958,62957,133744
8060,2017,12,2,20,15.0,62.66666666666666,0.0,0.0,0.0,5,1,0,1,0,0,0,0,0,1,16.0,17.666666666666668,15.333333333333334,15.0,14.5,63.16666666666666,56.5,63.5,74.16666666666667,79.33333333333333,0.0,0.0,0.0,0.0,0.0,54.0,255.0,8.0,0.0,0.0,56.0,143.5,8.0,0.0,0.0,170504,180078,124906,212602,232268,134682,136903,90267,170181,197930,59682,57107,39896,90760,96426,219093
3836,2017,6,9,20,23.166666666666668,57.66666666666666,0.0,7.5,5.833333333333333,4,0,0,1,0,0,0,0,1,0,25.166666666666668,25.0,20.666666666666668,21.83333333333333,21.0,50.833333333333336,59.5,68.66666666666667,70.5,79.33333333333333,0.0,0.0,0.0,0.0,0.0,424.0,865.6666666666666,362.3333333333333,8.666666666666666,10.666666666666666,199.66666666666663,227.66666666666663,330.1666666666667,7.333333333333333,9.333333333333334,215939,193676,154893,271594,274009,123786,128155,100067,165975,166645,109071,93929,67931,164496,165053,273934
2189,2017,4,2,5,14.0,88.5,0.0,0.0,0.0,6,1,0,0,0,1,0,1,0,0,15.0,15.0,16.0,16.0,14.666666666666666,83.66666666666667,83.16666666666667,78.16666666666667,84.0,83.66666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.66666666666666,0.0,0.0,0.0,0.0,121.83333333333331,0.0,0.0,149844,259241,193927,151470,146178,70656,113504,85437,73614,87905,100937,162581,106366,85762,85596,135236
8321,2017,12,13,17,12.0,63.333333333333336,0.0,1.8333333333333333,1.8333333333333333,2,0,1,0,0,0,0,0,0,1,12.666666666666666,13.0,13.333333333333334,19.5,15.0,55.66666666666666,55.5,50.0,27.666666666666668,72.0,0.0,0.0,0.0,0.0,0.0,119.0,62.0,0.0,30.33333333333333,65.66666666666667,114.83333333333331,35.833333333333336,0.0,30.666666666666668,69.66666666666667,192570,165709,128574,225099,217767,155801,129445,100367,189427,185465,56254,46627,58554,84945,98924,224745
1126,2017,2,16,22,12.166666666666666,62.5,0.0,0.0,0.0,3,0,0,1,0,0,0,0,0,1,13.0,14.0,13.333333333333334,14.0,15.0,65.16666666666667,71.33333333333333,71.16666666666667,64.0,65.16666666666667,0.0,0.0,0.0,0.0,0.0,30.0,660.6666666666666,219.83333333333331,0.0,0.0,29.5,607.1666666666666,204.83333333333331,0.0,0.0,246017,199473,193372,222624,217626,158032,141147,123519,139796,146751,151297,104338,90166,135904,139124,229361
2145,2017,3,31,9,17.833333333333332,73.5,0.0,427.0,150.16666666666666,4,0,0,0,1,0,0,1,0,0,14.666666666666666,16.333333333333332,18.33333333333333,16.5,16.666666666666668,83.66666666666667,81.33333333333333,62.5,68.33333333333333,60.66666666666666,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,427.0,443.6666666666667,0.0,0.0,0.0,103.5,453.5,146178,148677,249269,188116,195211,87905,87297,146770,110656,108897,85596,90717,146586,90282,84115,189427
5874,2017,9,2,18,22.33333333333333,52.16666666666666,4.0,139.5,103.83333333333331,5,1,0,1,0,0,1,0,0,0,27.166666666666668,23.5,20.0,25.33333333333333,27.0,33.166666666666664,43.16666666666666,53.5,45.833333333333336,46.16666666666666,4.0,4.0,4.0,4.0,4.0,764.0,619.0,1.0,148.83333333333334,163.83333333333334,55.16666666666666,51.66666666666666,0.6666666666666666,120.0,145.5,192823,171142,122486,182691,225947,109217,97226,69603,102321,131684,97964,85161,61285,103231,107642,201744
1203,2017,2,20,3,13.0,69.83333333333333,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,1,13.0,13.0,13.333333333333334,13.0,9.833333333333334,64.83333333333333,66.5,69.5,72.83333333333333,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,209.33333333333331,0.0,0.0,0.0,0.1666666666666666,211.5,0.0,0.0,191743,254749,203604,130438,138077,119402,153265,122247,76903,75127,118074,158515,113112,86542,82790,127553
5606,2017,8,22,14,24.83333333333333,49.833333333333336,4.0,680.6666666666666,88.66666666666667,1,0,1,0,0,0,0,0,1,0,25.666666666666668,23.0,23.0,28.5,27.0,44.66666666666666,59.16666666666666,55.0,48.66666666666666,75.0,4.0,4.0,4.0,4.0,4.0,675.5,3.8333333333333335,0.0,763.8333333333334,457.6666666666667,124.66666666666669,3.0,0.0,104.0,218.66666666666663,225525,148594,176174,233944,223716,152539,92239,114479,158033,142750,138827,86980,119868,153501,159032,241885
4157,2017,6,23,5,17.166666666666668,71.33333333333333,4.0,0.1666666666666666,0.0,4,0,0,0,0,1,0,0,1,0,18.666666666666668,23.0,26.5,17.666666666666668,20.0,75.0,44.833333333333336,30.166666666666668,63.0,79.5,4.0,4.0,4.0,4.0,0.0,0.0,0.0,508.3333333333333,0.1666666666666666,0.1666666666666666,0.0,0.0,166.5,0.1666666666666666,0.0,248936,280558,227192,145383,150494,152166,166143,136891,90760,84065,160746,172312,124827,79208,75290,144124
2865,2017,4,30,9,17.166666666666668,69.5,4.0,533.0,289.3333333333333,6,1,0,0,1,0,0,1,0,0,12.666666666666666,15.5,17.166666666666668,18.0,17.833333333333332,82.33333333333333,73.66666666666667,68.16666666666667,60.66666666666666,57.833333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,562.8333333333334,554.3333333333334,0.0,0.0,0.0,281.8333333333333,229.16666666666663,115086,147451,244843,182742,188048,64822,90187,148272,112539,125312,70940,97795,160079,90795,88911,158573
5046,2017,7,30,6,22.83333333333333,69.5,4.0,4.666666666666667,3.6666666666666665,6,1,0,0,1,0,0,0,1,0,23.0,25.0,31.666666666666668,24.0,24.0,63.833333333333336,60.16666666666666,28.666666666666668,54.66666666666666,60.333333333333336,4.0,4.0,4.0,4.0,4.0,0.0,0.0,291.8333333333333,17.0,10.666666666666666,0.0,0.0,178.16666666666666,15.0,8.5,190549,280209,238031,156934,157935,130455,187310,161651,103447,105877,147233,222600,179159,101750,114366,148296
7384,2017,11,4,16,22.666666666666668,55.333333333333336,0.0,245.5,165.33333333333334,5,1,1,0,0,0,1,0,0,0,22.0,13.333333333333334,14.0,20.5,22.0,57.16666666666666,85.0,87.33333333333333,62.5,48.833333333333336,0.0,0.0,0.0,0.0,0.0,524.8333333333334,93.83333333333331,0.0,106.0,218.0,544.1666666666666,53.333333333333336,0.0,87.5,121.5,191942,143777,133208,188255,187394,159863,113307,107529,155377,156336,69787,53445,63958,67973,67590,179825
3231,2017,5,15,15,20.83333333333333,66.83333333333333,4.0,768.6666666666666,594.1666666666666,0,0,1,0,0,0,0,1,0,0,20.166666666666668,17.0,14.166666666666666,26.0,32.833333333333336,67.5,81.83333333333333,71.0,38.333333333333336,14.0,4.0,4.0,0.0,0.0,3.8333333333333335,858.6666666666666,56.0,0.0,767.0,720.6666666666666,235.16666666666663,46.5,0.0,451.1666666666667,441.6666666666667,213475,157148,153182,185173,184217,131054,105486,92322,108009,120971,111169,72564,91358,107000,104866,204966
286,2017,1,12,22,15.0,83.0,0.0,0.0,0.0,3,0,0,1,0,0,0,0,0,1,15.0,16.166666666666668,15.666666666666666,12.333333333333334,10.5,79.33333333333333,72.5,70.5,70.0,85.16666666666667,0.0,0.0,0.0,0.0,0.0,6.0,404.5,280.3333333333333,0.0,0.0,6.166666666666667,276.3333333333333,184.83333333333331,0.0,0.0,265559,208105,197823,226672,224637,160176,125473,124020,140718,138828,152758,99426,85745,137086,134628,227018
31,2017,1,2,7,9.0,84.33333333333333,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,1,10.0,11.333333333333334,11.333333333333334,4.0,0.0,78.66666666666667,71.83333333333333,69.66666666666667,73.16666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120580,180434,241910,111241,0,80795,120631,148152,68696,0,82765,117471,157114,69313,0,137369
3014,2017,5,6,14,21.666666666666668,56.833333333333336,0.0,835.6666666666666,52.333333333333336,5,1,1,0,0,0,0,1,0,0,20.0,13.666666666666666,15.0,24.666666666666668,20.0,68.66666666666667,87.16666666666667,79.66666666666667,33.0,65.16666666666667,0.0,4.0,4.0,4.0,0.0,710.0,18.666666666666668,0.0,841.0,248.16666666666663,139.5,16.833333333333332,0.0,58.66666666666666,212.66666666666663,205835,132407,147251,201038,202725,127850,79781,89656,137447,137510,98698,64377,89277,97864,104278,205142
6962,2017,10,18,2,19.83333333333333,66.83333333333333,0.0,0.0,0.0,2,0,0,0,0,1,1,0,0,0,21.5,18.5,22.0,19.0,18.0,59.16666666666666,85.83333333333333,80.33333333333333,91.83333333333331,86.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,222.33333333333331,0.0,0.0,0.0,0.0,178.33333333333334,0.0,0.0,220706,280788,228968,154238,158825,137999,175990,134869,99587,97560,100742,117916,71148,68417,70313,157699
4085,2017,6,20,5,20.0,82.66666666666667,0.0,0.0,0.0,1,0,0,0,0,1,0,0,1,0,21.0,21.0,23.0,18.0,19.0,87.0,82.33333333333333,69.5,89.5,83.16666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,482.6666666666667,0.0,0.1666666666666666,0.0,0.0,214.33333333333331,0.0,0.1666666666666666,241904,272841,224052,142828,140017,151347,168030,138421,88151,74370,157076,171272,126688,78971,76750,140806
3274,2017,5,17,10,19.83333333333333,72.83333333333333,4.0,639.6666666666666,583.8333333333334,2,0,0,0,1,0,0,1,0,0,17.0,16.166666666666668,19.0,19.83333333333333,20.0,84.5,84.83333333333333,74.33333333333333,69.16666666666667,67.0,4.0,4.0,4.0,4.0,4.0,5.166666666666667,0.0,0.0,735.0,690.1666666666666,4.333333333333333,0.0,0.0,719.3333333333334,609.0,144003,152123,240192,207823,205016,93659,93303,147307,134040,129920,68954,89994,144660,99817,101926,204033
7645,2017,11,15,13,22.666666666666668,49.16666666666666,0.0,490.6666666666667,109.66666666666669,2,0,1,0,0,0,1,0,0,0,12.833333333333334,12.0,13.333333333333334,20.666666666666668,20.5,88.16666666666667,86.66666666666667,85.5,60.16666666666666,59.0,0.0,0.0,0.0,0.0,0.0,221.33333333333331,0.0,0.0,516.5,528.8333333333334,104.83333333333331,0.0,0.0,70.5,50.833333333333336,167627,136430,143487,192089,192490,127950,107879,111868,150423,155162,65196,71315,75421,112959,107343,205222
168,2017,1,8,0,14.0,77.33333333333333,0.0,0.0,0.0,6,1,0,0,0,1,0,0,0,1,11.833333333333334,15.0,14.0,12.0,8.0,78.33333333333333,64.83333333333333,67.16666666666667,75.5,84.83333333333333,0.0,0.0,0.0,0.0,0.0,0.0,214.0,397.5,0.0,0.0,0.0,242.16666666666663,95.16666666666669,0.0,0.0,243892,183673,204197,163161,163032,150817,118093,129273,106768,107282,153174,104370,103324,104388,104024,159801
3172,2017,5,13,4,17.0,90.0,0.0,0.0,0.0,5,1,0,0,0,1,0,1,0,0,17.833333333333332,18.33333333333333,20.83333333333333,17.5,18.0,88.33333333333333,83.0,71.33333333333333,88.33333333333333,86.0,0.0,0.0,0.0,0.0,4.0,0.0,2.5,577.6666666666666,0.0,0.0,0.0,2.333333333333333,554.6666666666666,0.0,0.0,176108,270233,196844,146949,148636,104330,157183,127275,91175,90385,107011,153727,97130,89190,86518,146710
2133,2017,3,30,21,18.33333333333333,62.5,0.0,0.0,0.0,3,0,0,1,0,0,0,1,0,0,25.0,25.83333333333333,16.5,18.0,18.666666666666668,33.5,42.0,68.33333333333333,68.83333333333333,53.833333333333336,4.0,4.0,4.0,4.0,4.0,351.3333333333333,803.6666666666666,427.0,0.0,0.0,388.6666666666667,44.5,103.5,0.0,0.0,192884,206230,188116,266353,249883,114948,120779,110656,133706,148884,95618,110924,90282,144873,145907,249269
8316,2017,12,13,12,13.333333333333334,49.0,0.0,124.66666666666669,110.66666666666669,2,0,1,0,0,0,0,0,0,1,12.5,13.166666666666666,14.0,19.5,11.5,56.66666666666666,52.333333333333336,59.5,40.5,86.16666666666667,0.0,0.0,0.0,0.0,0.0,6.166666666666667,0.0,0.0,474.0,460.0,5.833333333333333,0.0,0.0,113.33333333333331,69.0,148839,123902,152745,195988,204657,114677,94520,121277,154403,164039,44044,56248,69007,58572,75478,194534
5327,2017,8,10,23,28.0,30.33333333333333,4.0,0.0,0.0,3,0,0,1,0,0,0,0,1,0,31.83333333333333,32.166666666666664,28.666666666666668,28.0,26.0,26.83333333333333,40.333333333333336,51.833333333333336,53.333333333333336,86.0,4.0,4.0,4.0,4.0,4.0,41.333333333333336,588.0,577.0,0.0,0.0,32.666666666666664,242.66666666666663,265.1666666666667,0.0,0.0,281444,244493,249747,235722,250944,199160,171634,174120,177774,177214,223704,164328,162378,192178,199382,244481
5753,2017,8,28,17,24.166666666666668,88.5,4.0,131.33333333333334,98.33333333333331,0,0,1,0,0,0,0,0,1,0,24.83333333333333,24.0,24.0,26.0,25.83333333333333,86.0,92.83333333333331,90.0,74.5,72.0,4.0,4.0,4.0,4.0,4.0,445.6666666666667,76.83333333333333,0.0,333.5,358.3333333333333,298.8333333333333,58.333333333333336,0.0,142.66666666666666,78.0,240951,207332,153841,211487,220432,149460,127361,91609,131965,140903,116226,100560,83363,127427,136973,223000
7746,2017,11,19,18,17.666666666666668,72.0,0.0,2.0,2.0,6,1,0,1,0,0,1,0,0,0,20.0,12.166666666666666,9.833333333333334,17.833333333333332,18.0,64.83333333333333,77.16666666666667,87.33333333333333,78.5,70.66666666666667,4.0,4.0,4.0,0.0,0.0,407.3333333333333,357.8333333333333,0.0,2.333333333333333,2.1666666666666665,107.33333333333331,44.833333333333336,0.0,2.333333333333333,2.1666666666666665,171597,160268,121844,231664,230292,126681,112519,86337,174426,189321,71129,63438,61640,108975,129996,220298
8284,2017,12,12,4,16.166666666666668,64.83333333333333,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,1,17.0,12.833333333333334,15.5,6.166666666666667,6.0,55.0,79.0,68.83333333333333,89.83333333333333,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.5,0.0,0.0,0.0,0.0,135.33333333333334,0.0,0.0,154431,236013,184916,133271,126696,126617,197948,154424,95577,95234,63256,96418,69947,56945,56486,126926
4614,2017,7,12,6,20.33333333333333,80.16666666666667,4.0,19.33333333333333,15.5,2,0,0,0,1,0,0,0,1,0,22.5,23.83333333333333,28.0,20.666666666666668,20.0,74.66666666666667,69.5,57.5,49.16666666666666,67.66666666666667,4.0,4.0,4.0,4.0,4.0,0.0,0.0,295.6666666666667,22.83333333333333,28.33333333333333,0.0,0.0,278.3333333333333,18.166666666666668,21.5,180395,272426,223324,154037,150579,121896,176824,149465,100038,95063,146643,221944,173483,102418,98502,156059
3882,2017,6,11,18,23.0,45.66666666666666,0.0,277.8333333333333,289.1666666666667,6,1,0,1,0,0,0,0,1,0,23.83333333333333,23.166666666666668,18.666666666666668,21.83333333333333,24.0,46.66666666666666,44.0,64.33333333333333,57.0,59.16666666666666,0.0,0.0,0.0,0.0,0.0,382.0,754.1666666666666,36.833333333333336,133.5,236.16666666666663,201.33333333333331,455.1666666666667,29.0,120.33333333333331,223.16666666666663,197567,161991,129109,241802,237009,102300,82206,62058,128628,136085,109933,85943,66287,131460,126232,219563
4077,2017,6,19,21,21.0,82.33333333333333,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0,23.0,23.0,21.666666666666668,21.0,20.33333333333333,69.5,67.5,75.16666666666667,81.0,83.83333333333333,0.0,0.0,0.0,0.0,0.0,482.6666666666667,907.8333333333334,586.6666666666666,0.0,0.0,214.33333333333331,73.66666666666667,319.0,0.0,0.0,224052,231682,176904,265110,272689,138421,129953,114598,154988,160238,126688,115286,89256,173790,172620,272841
805,2017,2,3,13,14.333333333333334,61.5,0.0,523.1666666666666,555.3333333333334,4,0,1,0,0,0,0,0,0,1,13.166666666666666,12.166666666666666,14.0,13.0,12.0,65.66666666666667,69.66666666666667,53.66666666666666,51.333333333333336,44.833333333333336,4.0,4.0,4.0,4.0,4.0,84.66666666666667,0.0,0.0,546.5,581.6666666666666,86.0,0.0,0.0,577.1666666666666,617.1666666666666,168562,141575,152504,214191,208445,106009,83291,91789,126779,125394,77738,87075,96053,103273,102848,194770
4322,2017,6,30,2,22.0,74.16666666666667,4.0,0.0,0.0,4,0,0,0,0,1,0,0,1,0,23.83333333333333,26.666666666666668,28.666666666666668,22.0,21.83333333333333,71.33333333333333,56.16666666666666,52.333333333333336,83.0,74.16666666666667,4.0,0.5,0.0,4.0,4.0,0.0,280.8333333333333,813.8333333333334,0.0,0.0,0.0,268.3333333333333,140.16666666666666,0.0,0.0,254397,198285,213383,174532,171709,162390,125499,120398,110374,105846,190510,142142,139095,129275,127278,172509
1862,2017,3,19,14,13.0,71.16666666666667,0.0,170.0,156.16666666666666,6,1,1,0,0,0,0,1,0,0,12.5,9.333333333333334,10.0,11.0,13.666666666666666,70.16666666666667,89.33333333333333,88.16666666666667,86.5,73.5,0.0,0.0,0.0,0.0,0.0,63.16666666666666,0.0,0.0,77.16666666666667,242.33333333333331,58.16666666666666,0.0,0.0,70.0,224.83333333333331,184121,117918,142061,205126,203105,86964,62324,80448,118790,128160,90183,67189,89052,102958,93875,192417
