"Year","Month","Day","Hour","Temperature_mean","Humidity_mean","WindSpeed_mean","GeneralDiffuseFlows_mean","DiffuseFlows_mean","PowerConsumption_Zone1_sum","PowerConsumption_Zone2_sum","PowerConsumption_Zone3_sum","Weekday_first","IsWeekend_first","TimeOfDay_Afternoon_first","TimeOfDay_Evening_first","TimeOfDay_Morning_first","TimeOfDay_Night_first","Season_Autumn_first","Season_Spring_first","Season_Summer_first","Season_Winter_first","Temperature_mean_lag4","Temperature_mean_lag8","Temperature_mean_lag12","Temperature_mean_lag24","Temperature_mean_lag48","Humidity_mean_lag4","Humidity_mean_lag8","Humidity_mean_lag12","Humidity_mean_lag24","Humidity_mean_lag48","WindSpeed_mean_lag4","WindSpeed_mean_lag8","WindSpeed_mean_lag12","WindSpeed_mean_lag24","WindSpeed_mean_lag48","GeneralDiffuseFlows_mean_lag4","GeneralDiffuseFlows_mean_lag8","GeneralDiffuseFlows_mean_lag12","GeneralDiffuseFlows_mean_lag24","GeneralDiffuseFlows_mean_lag48","DiffuseFlows_mean_lag4","DiffuseFlows_mean_lag8","DiffuseFlows_mean_lag12","DiffuseFlows_mean_lag24","DiffuseFlows_mean_lag48","PowerConsumption_Zone1_sum_lag4","PowerConsumption_Zone1_sum_lag8","PowerConsumption_Zone1_sum_lag12","PowerConsumption_Zone1_sum_lag24","PowerConsumption_Zone1_sum_lag48","PowerConsumption_Zone2_sum_lag4","PowerConsumption_Zone2_sum_lag8","PowerConsumption_Zone2_sum_lag12","PowerConsumption_Zone2_sum_lag24","PowerConsumption_Zone2_sum_lag48","PowerConsumption_Zone3_sum_lag4","PowerConsumption_Zone3_sum_lag8","PowerConsumption_Zone3_sum_lag12","PowerConsumption_Zone3_sum_lag24","PowerConsumption_Zone3_sum_lag48"
2017,1,1,10,5.5,69.16666666666667,3,292.6666666666667,31.5,160109,97394,88808,6,1,0,0,1,0,0,0,0,1,4,4.5,0,0,0,75.33333333333333,78.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129889,132496,0,0,0,81575,85981,0,0,0,87079,94054,0,0,0
2017,1,1,11,9.5,57.666666666666664,1.6666666666666667,407.6666666666667,35.833333333333336,175726,106630,96002,6,1,0,0,1,0,0,0,0,1,4,4.666666666666667,0,0,0,73.16666666666667,76.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111241,124863,0,0,0,68696,79314,0,0,0,69313,89301,0,0,0
2017,1,1,12,14.5,56.666666666666664,0,478.5,39.5,179334,109124,101114,6,1,1,0,0,0,0,0,0,1,4,4.666666666666667,5.666666666666667,0,0,73.16666666666667,73.66666666666667,74.5,0,0,0,0,0,0,0,13.166666666666666,0,0,0,0,6,0,0,0,0,117627,122853,175184,0,0,70429,77527,108158,0,0,67139,85901,115510,0,0
2017,1,1,13,15,56.666666666666664,0,493.6666666666667,41.166666666666664,181389,110266,103789,6,1,1,0,0,0,0,0,0,1,4,4.166666666666667,5,0,0,73.5,74.66666666666667,77.16666666666667,0,0,0,0,0,0,0,144.33333333333334,0,0,0,0,24.833333333333332,0,0,0,0,137430,124838,147940,0,0,82884,78416,96468,0,0,78155,86367,102256,0,0
2017,1,1,14,15,55,0,451.1666666666667,40.833333333333336,179389,108592,101237,6,1,1,0,0,0,0,0,0,1,5.5,4,4.5,0,0,69.16666666666667,75.33333333333333,78.33333333333333,0,0,3,0,0,0,0,292.6666666666667,0,0,0,0,31.5,0,0,0,0,160109,129889,132496,0,0,97394,81575,85981,0,0,88808,87079,94054,0,0
2017,1,1,15,15,57.5,0,303.1666666666667,54.166666666666664,175307,106333,99565,6,1,1,0,0,0,0,0,0,1,9.5,4,4.666666666666667,0,0,57.666666666666664,73.16666666666667,76.5,0,0,1.6666666666666667,0,0,0,0,407.6666666666667,0,0,0,0,35.833333333333336,0,0,0,0,175726,111241,124863,0,0,106630,68696,79314,0,0,96002,69313,89301,0,0
2017,1,1,16,15,57.833333333333336,0,217.16666666666666,213.83333333333334,172377,105017,98328,6,1,1,0,0,0,0,0,0,1,14.5,4,4.666666666666667,0,0,56.666666666666664,73.16666666666667,73.66666666666667,0,0,0,0,0,0,0,478.5,13.166666666666666,0,0,0,39.5,6,0,0,0,179334,117627,122853,0,0,109124,70429,77527,0,0,101114,67139,85901,0,0
2017,1,1,17,14.666666666666666,59.5,0,102.16666666666667,125,206537,126567,133651,6,1,1,0,0,0,0,0,0,1,15,4,4.166666666666667,0,0,56.666666666666664,73.5,74.66666666666667,0,0,0,0,0,0,0,493.6666666666667,144.33333333333334,0,0,0,41.166666666666664,24.833333333333332,0,0,0,181389,137430,124838,0,0,110266,82884,78416,0,0,103789,78155,86367,0,0
2017,1,1,18,13.5,64.66666666666667,0,4.333333333333333,4.5,237712,146168,154372,6,1,0,1,0,0,0,0,0,1,15,5.5,4,0,0,55,69.16666666666667,75.33333333333333,0,0,0,3,0,0,0,451.1666666666667,292.6666666666667,0,0,0,40.833333333333336,31.5,0,0,0,179389,160109,129889,0,0,108592,97394,81575,0,0,101237,88808,87079,0,0
2017,1,1,19,11.333333333333334,69.66666666666667,0,0,0,241910,148152,157114,6,1,0,1,0,0,0,0,0,1,15,9.5,4,0,0,57.5,57.666666666666664,73.16666666666667,0,0,0,1.6666666666666667,0,0,0,303.1666666666667,407.6666666666667,0,0,0,54.166666666666664,35.833333333333336,0,0,0,175307,175726,111241,0,0,106333,106630,68696,0,0,99565,96002,69313,0,0
2017,1,1,20,11.166666666666666,70.5,0,0,0,242226,152433,158958,6,1,0,1,0,0,0,0,0,1,15,14.5,4,0,0,57.833333333333336,56.666666666666664,73.16666666666667,0,0,0,0,0,0,0,217.16666666666666,478.5,13.166666666666666,0,0,213.83333333333334,39.5,6,0,0,172377,179334,117627,0,0,105017,109124,70429,0,0,98328,101114,67139,0,0
2017,1,1,21,11.333333333333334,70.5,0,0,0,232275,149014,152065,6,1,0,1,0,0,0,0,0,1,14.666666666666666,15,4,0,0,59.5,56.666666666666664,73.5,0,0,0,0,0,0,0,102.16666666666667,493.6666666666667,144.33333333333334,0,0,125,41.166666666666664,24.833333333333332,0,0,206537,181389,137430,0,0,126567,110266,82884,0,0,133651,103789,78155,0,0
2017,1,1,22,12.5,65.66666666666667,0,0,0,209829,138402,135488,6,1,0,1,0,0,0,0,0,1,13.5,15,5.5,0,0,64.66666666666667,55,69.16666666666667,0,0,0,0,3,0,0,4.333333333333333,451.1666666666667,292.6666666666667,0,0,4.5,40.833333333333336,31.5,0,0,237712,179389,160109,0,0,146168,108592,97394,0,0,154372,101237,88808,0,0
2017,1,1,23,11.333333333333334,71.83333333333333,0,0,0,180434,120631,117471,6,1,0,1,0,0,0,0,0,1,11.333333333333334,15,9.5,0,0,69.66666666666667,57.5,57.666666666666664,0,0,0,0,1.6666666666666667,0,0,0,303.1666666666667,407.6666666666667,0,0,0,54.166666666666664,35.833333333333336,0,0,241910,175307,175726,0,0,148152,106333,106630,0,0,157114,99565,96002,0,0
2017,1,2,0,10.166666666666666,77.66666666666667,0,0,0,151817,102044,101308,0,0,0,0,0,1,0,0,0,1,11.166666666666666,15,14.5,5.666666666666667,0,70.5,57.833333333333336,56.666666666666664,74.5,0,0,0,0,0,0,0,217.16666666666666,478.5,0,0,0,213.83333333333334,39.5,0,0,242226,172377,179334,175184,0,152433,105017,109124,108158,0,158958,98328,101114,115510,0
2017,1,2,1,10.333333333333334,78.33333333333333,0,0,0,135072,89461,90473,0,0,0,0,0,1,0,0,0,1,11.333333333333334,14.666666666666666,15,5,0,70.5,59.5,56.666666666666664,77.16666666666667,0,0,0,0,0,0,0,102.16666666666667,493.6666666666667,0,0,0,125,41.166666666666664,0,0,232275,206537,181389,147940,0,149014,126567,110266,96468,0,152065,133651,103789,102256,0
2017,1,2,2,10.666666666666666,76.5,0,0,0,125673,83013,84991,0,0,0,0,0,1,0,0,0,1,12.5,13.5,15,4.5,0,65.66666666666667,64.66666666666667,55,78.33333333333333,0,0,0,0,0,0,0,4.333333333333333,451.1666666666667,0,0,0,4.5,40.833333333333336,0,0,209829,237712,179389,132496,0,138402,146168,108592,85981,0,135488,154372,101237,94054,0
2017,1,2,3,10,78.66666666666667,0,0,0,120580,80795,82765,0,0,0,0,0,1,0,0,0,1,11.333333333333334,11.333333333333334,15,4.666666666666667,0,71.83333333333333,69.66666666666667,57.5,76.5,0,0,0,0,0,0,0,0,303.1666666666667,0,0,0,0,54.166666666666664,0,0,180434,241910,175307,124863,0,120631,148152,106333,79314,0,117471,157114,99565,89301,0
2017,1,2,4,9.833333333333334,81.33333333333333,0,0,0,120397,79489,81625,0,0,0,0,0,1,0,0,0,1,10.166666666666666,11.166666666666666,15,4.666666666666667,0,77.66666666666667,70.5,57.833333333333336,73.66666666666667,0,0,0,0,0,0,0,0,217.16666666666666,0,0,0,0,213.83333333333334,0,0,151817,242226,172377,122853,0,102044,152433,105017,77527,0,101308,158958,98328,85901,0
2017,1,2,5,9.166666666666666,83,0,0,0,125029,83462,84309,0,0,0,0,0,1,0,0,0,1,10.333333333333334,11.333333333333334,14.666666666666666,4.166666666666667,0,78.33333333333333,70.5,59.5,74.66666666666667,0,0,0,0,0,0,0,0,102.16666666666667,0,0,0,0,125,0,0,135072,232275,206537,124838,0,89461,149014,126567,78416,0,90473,152065,133651,86367,0
2017,1,2,6,9,84.16666666666667,0,0,0,139841,92087,87924,0,0,0,0,1,0,0,0,0,1,10.666666666666666,12.5,13.5,4,0,76.5,65.66666666666667,64.66666666666667,75.33333333333333,0,0,0,0,0,0,0,0,4.333333333333333,0,0,0,0,4.5,0,0,125673,209829,237712,129889,0,83013,138402,146168,81575,0,84991,135488,154372,87079,0
2017,1,2,7,9,84.33333333333333,0,0,0,137369,94254,77180,0,0,0,0,1,0,0,0,0,1,10,11.333333333333334,11.333333333333334,4,0,78.66666666666667,71.83333333333333,69.66666666666667,73.16666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120580,180434,241910,111241,0,80795,120631,148152,68696,0,82765,117471,157114,69313,0
2017,1,2,8,8.333333333333334,83.5,0,10,6.333333333333333,146210,98495,71742,0,0,0,0,1,0,0,0,0,1,9.833333333333334,10.166666666666666,11.166666666666666,4,0,81.33333333333333,77.66666666666667,70.5,73.16666666666667,0,0,0,0,0,0,0,0,0,13.166666666666666,0,0,0,0,6,0,120397,151817,242226,117627,0,79489,102044,152433,70429,0,81625,101308,158958,67139,0
2017,1,2,9,9.166666666666666,85.5,0,128.33333333333334,30.833333333333332,147029,109143,81232,0,0,0,0,1,0,0,0,0,1,9.166666666666666,10.333333333333334,11.333333333333334,4,0,83,78.33333333333333,70.5,73.5,0,0,0,0,0,0,0,0,0,144.33333333333334,0,0,0,0,24.833333333333332,0,125029,135072,232275,137430,0,83462,89461,149014,82884,0,84309,90473,152065,78155,0
2017,1,2,10,12.5,74,0,278,41.166666666666664,158306,119680,92307,0,0,0,0,1,0,0,0,0,1,9,10.666666666666666,12.5,5.5,0,84.16666666666667,76.5,65.66666666666667,69.16666666666667,0,0,0,0,3,0,0,0,0,292.6666666666667,0,0,0,0,31.5,0,139841,125673,209829,160109,0,92087,83013,138402,97394,0,87924,84991,135488,88808,0
2017,1,2,11,14.666666666666666,57.5,0,402,40.833333333333336,169346,124980,99067,0,0,0,0,1,0,0,0,0,1,9,10,11.333333333333334,9.5,0,84.33333333333333,78.66666666666667,71.83333333333333,57.666666666666664,0,0,0,0,1.6666666666666667,0,0,0,0,407.6666666666667,0,0,0,0,35.833333333333336,0,137369,120580,180434,175726,0,94254,80795,120631,106630,0,77180,82765,117471,96002,0
2017,1,2,12,15,57.5,0,470.6666666666667,42.833333333333336,177486,119701,109196,0,0,1,0,0,0,0,0,0,1,8.333333333333334,9.833333333333334,10.166666666666666,14.5,0,83.5,81.33333333333333,77.66666666666667,56.666666666666664,0,0,0,0,0,0,10,0,0,478.5,0,6.333333333333333,0,0,39.5,0,146210,120397,151817,179334,0,98495,79489,102044,109124,0,71742,81625,101308,101114,0
2017,1,2,13,15,59,0,483.6666666666667,43.5,176911,117428,113675,0,0,1,0,0,0,0,0,0,1,9.166666666666666,9.166666666666666,10.333333333333334,15,0,85.5,83,78.33333333333333,56.666666666666664,0,0,0,0,0,0,128.33333333333334,0,0,493.6666666666667,0,30.833333333333332,0,0,41.166666666666664,0,147029,125029,135072,181389,0,109143,83462,89461,110266,0,81232,84309,90473,103789,0
2017,1,2,14,15,55.5,0,444.1666666666667,41.666666666666664,171666,120967,109646,0,0,1,0,0,0,0,0,0,1,12.5,9,10.666666666666666,15,0,74,84.16666666666667,76.5,55,0,0,0,0,0,0,278,0,0,451.1666666666667,0,41.166666666666664,0,0,40.833333333333336,0,158306,139841,125673,179389,0,119680,92087,83013,108592,0,92307,87924,84991,101237,0
2017,1,2,15,15,56.833333333333336,0,352.5,64,173824,128010,99063,0,0,1,0,0,0,0,0,0,1,14.666666666666666,9,10,15,0,57.5,84.33333333333333,78.66666666666667,57.5,0,0,0,0,0,0,402,0,0,303.1666666666667,0,40.833333333333336,0,0,54.166666666666664,0,169346,137369,120580,175307,0,124980,94254,80795,106333,0,99067,77180,82765,99565,0
2017,1,2,16,15,60.166666666666664,0,225.16666666666666,225,179978,123845,98079,0,0,1,0,0,0,0,0,0,1,15,8.333333333333334,9.833333333333334,15,0,57.5,83.5,81.33333333333333,57.833333333333336,0,0,0,0,0,0,470.6666666666667,10,0,217.16666666666666,0,42.833333333333336,6.333333333333333,0,213.83333333333334,0,177486,146210,120397,172377,0,119701,98495,79489,105017,0,109196,71742,81625,98328,0
2017,1,2,17,14.5,61,0,86,107.33333333333333,222134,146856,134687,0,0,1,0,0,0,0,0,0,1,15,9.166666666666666,9.166666666666666,14.666666666666666,0,59,85.5,83,59.5,0,0,0,0,0,0,483.6666666666667,128.33333333333334,0,102.16666666666667,0,43.5,30.833333333333332,0,125,0,176911,147029,125029,206537,0,117428,109143,83462,126567,0,113675,81232,84309,133651,0
2017,1,2,18,13.833333333333334,65.16666666666667,0,3.3333333333333335,3.3333333333333335,250484,161923,153041,0,0,0,1,0,0,0,0,0,1,15,12.5,9,13.5,0,55.5,74,84.16666666666667,64.66666666666667,0,0,0,0,0,0,444.1666666666667,278,0,4.333333333333333,0,41.666666666666664,41.166666666666664,0,4.5,0,171666,158306,139841,237712,0,120967,119680,92087,146168,0,109646,92307,87924,154372,0
2017,1,2,19,13,69,0,0,0,248990,161143,153268,0,0,0,1,0,0,0,0,0,1,15,14.666666666666666,9,11.333333333333334,0,56.833333333333336,57.5,84.33333333333333,69.66666666666667,0,0,0,0,0,0,352.5,402,0,0,0,64,40.833333333333336,0,0,0,173824,169346,137369,241910,0,128010,124980,94254,148152,0,99063,99067,77180,157114,0
2017,1,2,20,13,68.16666666666667,0,0,0,246577,160691,153851,0,0,0,1,0,0,0,0,0,1,15,15,8.333333333333334,11.166666666666666,0,60.166666666666664,57.5,83.5,70.5,0,0,0,0,0,0,225.16666666666666,470.6666666666667,10,0,0,225,42.833333333333336,6.333333333333333,0,0,179978,177486,146210,242226,0,123845,119701,98495,152433,0,98079,109196,71742,158958,0
2017,1,2,21,12.666666666666666,66.33333333333333,0,0,0,236765,155247,150012,0,0,0,1,0,0,0,0,0,1,14.5,15,9.166666666666666,11.333333333333334,0,61,59,85.5,70.5,0,0,0,0,0,0,86,483.6666666666667,128.33333333333334,0,0,107.33333333333333,43.5,30.833333333333332,0,0,222134,176911,147029,232275,0,146856,117428,109143,149014,0,134687,113675,81232,152065,0
2017,1,2,22,12,68,0,0,0,214981,141291,137035,0,0,0,1,0,0,0,0,0,1,13.833333333333334,15,12.5,12.5,0,65.16666666666667,55.5,74,65.66666666666667,0,0,0,0,0,0,3.3333333333333335,444.1666666666667,278,0,0,3.3333333333333335,41.666666666666664,41.166666666666664,0,0,250484,171666,158306,209829,0,161923,120967,119680,138402,0,153041,109646,92307,135488,0
2017,1,2,23,12,71.16666666666667,0,0,0,180671,122237,119644,0,0,0,1,0,0,0,0,0,1,13,15,14.666666666666666,11.333333333333334,0,69,56.833333333333336,57.5,71.83333333333333,0,0,0,0,0,0,0,352.5,402,0,0,0,64,40.833333333333336,0,0,248990,173824,169346,180434,0,161143,128010,124980,120631,0,153268,99063,99067,117471,0
2017,1,3,0,11.5,75.16666666666667,0,0,0,151615,104214,102191,1,0,0,0,0,1,0,0,0,1,13,15,15,10.166666666666666,5.666666666666667,68.16666666666667,60.166666666666664,57.5,77.66666666666667,74.5,0,0,0,0,0,0,225.16666666666666,470.6666666666667,0,0,0,225,42.833333333333336,0,0,246577,179978,177486,151817,175184,160691,123845,119701,102044,108158,153851,98079,109196,101308,115510
2017,1,3,1,11.666666666666666,72.33333333333333,0,0,0,135819,91300,91139,1,0,0,0,0,1,0,0,0,1,12.666666666666666,14.5,15,10.333333333333334,5,66.33333333333333,61,59,78.33333333333333,77.16666666666667,0,0,0,0,0,0,86,483.6666666666667,0,0,0,107.33333333333333,43.5,0,0,236765,222134,176911,135072,147940,155247,146856,117428,89461,96468,150012,134687,113675,90473,102256
2017,1,3,2,11.5,73.33333333333333,0,0,0,128224,84449,85385,1,0,0,0,0,1,0,0,0,1,12,13.833333333333334,15,10.666666666666666,4.5,68,65.16666666666667,55.5,76.5,78.33333333333333,0,0,0,0,0,0,3.3333333333333335,444.1666666666667,0,0,0,3.3333333333333335,41.666666666666664,0,0,214981,250484,171666,125673,132496,141291,161923,120967,83013,85981,137035,153041,109646,84991,94054
2017,1,3,3,11.666666666666666,73.33333333333333,0,0,0,123345,81973,82251,1,0,0,0,0,1,0,0,0,1,12,13,15,10,4.666666666666667,71.16666666666667,69,56.833333333333336,78.66666666666667,76.5,0,0,0,0,0,0,0,352.5,0,0,0,0,64,0,0,180671,248990,173824,120580,124863,122237,161143,128010,80795,79314,119644,153268,99063,82765,89301
2017,1,3,4,10.833333333333334,76,0,0,0,120695,81765,81545,1,0,0,0,0,1,0,0,0,1,11.5,13,15,9.833333333333334,4.666666666666667,75.16666666666667,68.16666666666667,60.166666666666664,81.33333333333333,73.66666666666667,0,0,0,0,0,0,0,225.16666666666666,0,0,0,0,225,0,0,151615,246577,179978,120397,122853,104214,160691,123845,79489,77527,102191,153851,98079,81625,85901
2017,1,3,5,10.333333333333334,79.33333333333333,0,0,0,126207,84197,84339,1,0,0,0,0,1,0,0,0,1,11.666666666666666,12.666666666666666,14.5,9.166666666666666,4.166666666666667,72.33333333333333,66.33333333333333,61,83,74.66666666666667,0,0,0,0,0,0,0,86,0,0,0,0,107.33333333333333,0,0,135819,236765,222134,125029,124838,91300,155247,146856,83462,78416,91139,150012,134687,84309,86367
2017,1,3,6,10.666666666666666,77.16666666666667,0,0,0,144629,93982,87628,1,0,0,0,1,0,0,0,0,1,11.5,12,13.833333333333334,9,4,73.33333333333333,68,65.16666666666667,84.16666666666667,75.33333333333333,0,0,0,0,0,0,0,3.3333333333333335,0,0,0,0,3.3333333333333335,0,0,128224,214981,250484,139841,129889,84449,141291,161923,92087,81575,85385,137035,153041,87924,87079
2017,1,3,7,9.333333333333334,80.83333333333333,0,0,0,145224,97369,78012,1,0,0,0,1,0,0,0,0,1,11.666666666666666,12,13,9,4,73.33333333333333,71.16666666666667,69,84.33333333333333,73.16666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123345,180671,248990,137369,111241,81973,122237,161143,94254,68696,82251,119644,153268,77180,69313
2017,1,3,8,8,83.5,0,9.666666666666666,6.5,150868,100947,73183,1,0,0,0,1,0,0,0,0,1,10.833333333333334,11.5,13,8.333333333333334,4,76,75.16666666666667,68.16666666666667,83.5,73.16666666666667,0,0,0,0,0,0,0,0,10,13.166666666666666,0,0,0,6.333333333333333,6,120695,151615,246577,146210,117627,81765,104214,160691,98495,70429,81545,102191,153851,71742,67139
2017,1,3,9,8.666666666666666,84.66666666666667,0,124.16666666666667,36.5,170124,112840,82286,1,0,0,0,1,0,0,0,0,1,10.333333333333334,11.666666666666666,12.666666666666666,9.166666666666666,4,79.33333333333333,72.33333333333333,66.33333333333333,85.5,73.5,0,0,0,0,0,0,0,0,128.33333333333334,144.33333333333334,0,0,0,30.833333333333332,24.833333333333332,126207,135819,236765,147029,137430,84197,91300,155247,109143,82884,84339,91139,150012,81232,78155
2017,1,3,10,13,75.16666666666667,0,281,42.5,187142,122076,88658,1,0,0,0,1,0,0,0,0,1,10.666666666666666,11.5,12,12.5,5.5,77.16666666666667,73.33333333333333,68,74,69.16666666666667,0,0,0,0,3,0,0,0,278,292.6666666666667,0,0,0,41.166666666666664,31.5,144629,128224,214981,158306,160109,93982,84449,141291,119680,97394,87628,85385,137035,92307,88808
2017,1,3,11,14.5,65.83333333333333,0,403.1666666666667,44.166666666666664,198389,127872,94881,1,0,0,0,1,0,0,0,0,1,9.333333333333334,11.666666666666666,12,14.666666666666666,9.5,80.83333333333333,73.33333333333333,71.16666666666667,57.5,57.666666666666664,0,0,0,0,1.6666666666666667,0,0,0,402,407.6666666666667,0,0,0,40.833333333333336,35.833333333333336,145224,123345,180671,169346,175726,97369,81973,122237,124980,106630,78012,82251,119644,99067,96002
2017,1,3,12,15,63.833333333333336,0,472.3333333333333,44.333333333333336,203990,130611,99149,1,0,1,0,0,0,0,0,0,1,8,10.833333333333334,11.5,15,14.5,83.5,76,75.16666666666667,57.5,56.666666666666664,0,0,0,0,0,9.666666666666666,0,0,470.6666666666667,478.5,6.5,0,0,42.833333333333336,39.5,150868,120695,151615,177486,179334,100947,81765,104214,119701,109124,73183,81545,102191,109196,101114
2017,1,3,13,15,62.333333333333336,0,488.8333333333333,44.166666666666664,201736,129276,100947,1,0,1,0,0,0,0,0,0,1,8.666666666666666,10.333333333333334,11.666666666666666,15,15,84.66666666666667,79.33333333333333,72.33333333333333,59,56.666666666666664,0,0,0,0,0,124.16666666666667,0,0,483.6666666666667,493.6666666666667,36.5,0,0,43.5,41.166666666666664,170124,126207,135819,176911,181389,112840,84197,91300,117428,110266,82286,84339,91139,113675,103789
2017,1,3,14,15,63.833333333333336,0,446.6666666666667,43.666666666666664,194457,129623,99183,1,0,1,0,0,0,0,0,0,1,13,10.666666666666666,11.5,15,15,75.16666666666667,77.16666666666667,73.33333333333333,55.5,55,0,0,0,0,0,281,0,0,444.1666666666667,451.1666666666667,42.5,0,0,41.666666666666664,40.833333333333336,187142,144629,128224,171666,179389,122076,93982,84449,120967,108592,88658,87628,85385,109646,101237
2017,1,3,15,15,64.33333333333333,0,355.6666666666667,78.66666666666667,193760,128434,98882,1,0,1,0,0,0,0,0,0,1,14.5,9.333333333333334,11.666666666666666,15,15,65.83333333333333,80.83333333333333,73.33333333333333,56.833333333333336,57.5,0,0,0,0,0,403.1666666666667,0,0,352.5,303.1666666666667,44.166666666666664,0,0,64,54.166666666666664,198389,145224,123345,173824,175307,127872,97369,81973,128010,106333,94881,78012,82251,99063,99565
